url,status,title,tlen,desc,dlen,h1,h1n,h2n,canon,robots,jsonld,imgs,noalt,words,bytes
https://kawaguchitenrei.com/area/minami-hatogaya/,200,南鳩ヶ谷の葬儀・家族葬 | 川口市南鳩ヶ谷周辺で葬儀をお考えの方へ | 川口典礼,40,川口市南鳩ヶ谷周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,82,川口市南鳩ヶ谷周辺の皆様へ、心を込めて。,1,10,https://kawaguchitenrei.com/area/minami-hatogaya/,,6,10,0,4743,144034
https://kawaguchitenrei.com/area/tozuka-angyo/,200,戸塚安行の葬儀・家族葬 | 川口市戸塚・安行周辺で葬儀をお考えの方へ | 川口典礼,41,川口市戸塚・安行周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,83,川口市戸塚・安行周辺の皆様へ、安心のお別れを。,1,10,https://kawaguchitenrei.com/area/tozuka-angyo/,,6,10,0,4795,145773
https://kawaguchitenrei.com/area/kamine/,200,神根の葬儀・家族葬 | 川口市神根周辺で葬儀をお考えの方へ | 川口典礼,36,川口市神根周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,80,川口市神根周辺の皆様へ、丁寧なお別れを。,1,10,https://kawaguchitenrei.com/area/kamine/,,6,10,0,4620,143371
https://kawaguchitenrei.com/area/shingo/,200,新郷の葬儀・家族葬 | 川口市新郷周辺で葬儀をお考えの方へ | 川口典礼,36,川口市新郷周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,80,川口市新郷周辺の皆様へ、安心のお別れを。,1,10,https://kawaguchitenrei.com/area/shingo/,,6,10,0,4627,143409
https://kawaguchitenrei.com/area/shiba/,200,芝の葬儀・家族葬 | 川口市芝周辺で葬儀をお考えの方へ | 川口典礼,34,川口市芝周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,79,川口市芝周辺の皆様へ、心を込めて。,1,10,https://kawaguchitenrei.com/area/shiba/,,6,10,0,4567,143169
https://kawaguchitenrei.com/area/angyo/,200,安行の葬儀・家族葬 | 川口市安行(植木の里)周辺で葬儀をお考えの方へ | 川口典礼,42,川口市安行(植木の里として知られる地域)周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,95,川口市安行地区の皆様へ、丁寧なお別れを。,1,10,https://kawaguchitenrei.com/area/angyo/,,6,10,0,4665,143597
https://kawaguchitenrei.com/area/kamiaoki/,200,上青木の葬儀・家族葬 | 川口市上青木周辺で葬儀をお考えの方へ | 川口典礼,38,川口市上青木周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,81,川口市上青木周辺の皆様へ、安心のお別れを。,1,10,https://kawaguchitenrei.com/area/kamiaoki/,,6,10,0,4598,143248
https://kawaguchitenrei.com/area/aoki/,200,青木の葬儀・家族葬 | 川口市青木周辺で葬儀をお考えの方へ | 川口典礼,36,川口市青木周辺で葬儀・家族葬・直葬・一日葬をお考えの方へ。川口典礼では、搬送・安置・ご葬儀・川口市めぐりの森での火葬まで、状況に合わせて一貫してサポートします。,80,川口市青木周辺の皆様へ、心を込めて。,1,10,https://kawaguchitenrei.com/area/aoki/,,6,10,0,4570,143120
https://kawaguchitenrei.com/hall/kawaguchi-memorial-hall/,200,川口メモリアルホール | 川口典礼の自社ホール,23,川口メモリアルホールは、川口市めぐりの森まで車で5分・駐車場70台完備の自社葬儀ホール。家族葬から200名規模の一般葬まで対応。創業20年・年間約260件の施行実績。見学・事前相談は24時間受付。,98,川口メモリアルホール,1,8,https://kawaguchitenrei.com/hall/kawaguchi-memorial-hall/,,6,11,0,3201,127637
https://kawaguchitenrei.com/saijo/,200,川口市・近隣の葬儀場・斎場一覧｜川口典礼,20,川口市・近隣で利用できる葬儀場を一覧でご案内。川口メモリアルホール、川口市めぐりの森、戸田葬祭場、谷塚斎場に加え、朝日・本町・上青木・安行・南鳩ヶ谷・新郷など川口市内の寺院会館・民営式場をエリア別にご紹介。川口典礼でご相談・手配に対応しています。,123,川口市・近隣で利用できる葬儀場一覧,1,6,https://kawaguchitenrei.com/saijo/,,6,5,0,7276,210808
https://kawaguchitenrei.com/saijo/megurinomori/,200,川口市めぐりの森（火葬場） | 川口市の葬儀・家族葬・直葬 | 川口典礼,36,川口市めぐりの森は川口市営の火葬場です。通夜・告別式を行う式場は併設されていません。川口典礼では、川口メモリアルホールでの家族葬・一日葬・直葬から、川口市めぐりの森での火葬まで一貫してお手伝いします。,100,川口市めぐりの森（火葬場）での葬儀・火葬のご相談,1,15,https://kawaguchitenrei.com/saijo/megurinomori/,,6,10,0,6024,182213
https://kawaguchitenrei.com/saijo/toda-sousaijyo/,200,戸田葬祭場 | 東京都板橋区の火葬場併設斎場 | 川口典礼,29,戸田葬祭場(戸田斎場)は東京都板橋区舟渡の火葬場併設斎場です。光の間・せせらぎの間・思食の間の3式場と複数の火葬炉・待合室を備えます。川口典礼では戸田葬祭場でのご葬儀の手配・搬送・安置・火葬予約・当日の進行を一貫してサポートします。,116,戸田葬祭場での葬儀・火葬のご相談,1,16,https://kawaguchitenrei.com/saijo/toda-sousaijyo/,,6,19,0,6008,216077
https://kawaguchitenrei.com/saijo/yatsuka-saijo/,200,谷塚斎場 | 埼玉県草加市の火葬場併設斎場 | 川口典礼,28,谷塚斎場は埼玉県草加市瀬崎の火葬場併設斎場です。東館・すばる・西館・南館・星館の5式場と、特別殯館・特別室・最上等の火葬炉、待合室を備えています。川口典礼では谷塚斎場でのご葬儀の手配・搬送・安置・火葬予約・当日の進行をサポートします。,117,谷塚斎場での葬儀・火葬のご相談,1,16,https://kawaguchitenrei.com/saijo/yatsuka-saijo/,,6,18,0,6885,222608
https://kawaguchitenrei.com/saijo/machiya-saijo/,200,町屋斎場での葬儀・家族葬のご相談 | 施行実績のある斎場 | 川口典礼,35,町屋斎場での葬儀・家族葬のご相談なら川口典礼へ。東京博善が運営する荒川区の火葬場併設斎場でのお見送りについて、式場の空き状況や料金を確認しながらご案内します。,79,町屋斎場での葬儀・家族葬のご相談,1,13,https://kawaguchitenrei.com/saijo/machiya-saijo/,,6,8,0,6113,185084
https://kawaguchitenrei.com/contact/,200,事前相談・お問い合わせ | 川口典礼,18,川口典礼の事前相談・ホール見学・費用相談などのお問い合わせフォーム。24時間365日のお電話受付も可能。川口市・新井宿の地域密着葬儀社。,68,事前相談・ホール見学・費用相談を承ります。,1,2,https://kawaguchitenrei.com/contact/,,0,0,0,1408,40839
https://kawaguchitenrei.com/estimate/,200,葬儀費用の概算見積り | 川口典礼,17,川口市・新井宿の川口典礼で、葬儀費用の概算を相談いただけます。葬儀形式・人数・斎場・お料理・返礼品などをお聞きし、ご担当者より概算金額をご案内します。,75,ご希望をうかがって、概算金額をご案内します。,1,2,https://kawaguchitenrei.com/estimate/,,0,0,0,1617,52478
https://kawaguchitenrei.com/column/,200,コラム一覧 | 川口典礼,12,川口典礼のコラム一覧ページです。葬儀の準備、事前相談、家族葬・直葬・一日葬の違いなど、ご家族の判断の助けになる情報をお届けします。,65,ご家族の判断の、助けになる読みもの。,1,12,https://kawaguchitenrei.com/column/,,4,47,0,8197,298920
https://kawaguchitenrei.com/case/,200,川口市の施行事例 | 川口典礼の家族葬・一日葬・直葬の実例 | 川口典礼,36,川口市で施行した葬儀事例をご紹介しています。家族葬・一日葬・直葬・火葬式の形式別に、参列人数・式場・内容・総額の例を掲載。事例の総額は内容・人数・式場・火葬場・料理・返礼品等により変わるため、事前のご相談で個別にお見積りをご案内します。,118,実際の葬儀事例を、費用・内容とあわせて。,1,15,https://kawaguchitenrei.com/case/,,6,11,0,3933,142213
https://kawaguchitenrei.com/voice/,200,川口の葬儀・家族葬 お客様の声｜川口典礼,20,川口市で川口典礼にご葬儀をご依頼いただいたご家族の声を掲載。家族葬・一日葬・直葬などのご感想と、お客様アンケートをご紹介しています。,66,ご利用いただいたご家族のお声。,1,1,https://kawaguchitenrei.com/voice/,,4,30,0,6994,171826
https://kawaguchitenrei.com/faq/,200,よくある質問 | 川口典礼,13,川口典礼によくいただくご質問を、急なご葬儀・費用・プラン・斎場・事前相談・対応エリア・葬儀後サポートの7カテゴリに整理しました。川口市・新井宿の地域密着葬儀社。,80,葬儀前によくいただく、ご質問。,1,9,https://kawaguchitenrei.com/faq/,,2,0,0,4460,123017
https://kawaguchitenrei.com/access/,200,アクセス | 川口典礼,11,川口典礼・川口メモリアルホール(埼玉県川口市西新井宿440-1)へのアクセスをご案内します。お車・電車・タクシーでのアクセス、駐車場、川口市めぐりの森との位置関係も。事前相談・ホール見学は24時間365日受付。,105,川口典礼・川口メモリアルホール。,1,4,https://kawaguchitenrei.com/access/,,4,0,0,1403,53259
https://kawaguchitenrei.com/pet/,200,ペット火葬 川口市｜流れ・お立ち会い・収骨のご相談｜川口典礼,30,川口市周辺でペット火葬をお考えの方へ。お立ち会い・収骨・日程など、お見送りの流れを個別にご案内します。対応可否や費用はペットの大きさやご希望により異なるため、まずはお電話またはお問い合わせフォームよりお気軽にご相談ください。,112,川口市のペット火葬のご相談,1,2,https://kawaguchitenrei.com/pet/,,2,0,0,1197,32598
https://kawaguchitenrei.com/company/,200,川口の葬儀社 川口典礼｜会社概要・創業20年・年間約260件,30,川口典礼は、埼玉県川口市西新井宿の地域密着葬儀社です。川口メモリアルホールを拠点に、家族葬・一日葬・直葬・川口市民葬まで対応。創業20年・年間約260件の施行実績。24時間365日受付。,93,川口市・新井宿の、地域密着葬儀社です。,1,6,https://kawaguchitenrei.com/company/,,4,0,0,1854,68378
https://kawaguchitenrei.com/privacy/,200,プライバシーポリシー | 川口典礼,17,川口典礼のプライバシーポリシーです。お客様からお預かりする個人情報の取扱い方針についてご案内します。,50,個人情報の取扱いについて。,1,8,https://kawaguchitenrei.com/privacy/,,0,0,0,1483,33064
https://kawaguchitenrei.com/tokushoho/,200,特定商取引法に基づく表記 | 川口典礼,19,川口典礼の特定商取引法に基づく表記です。販売事業者、所在地、電話、サービス内容、お支払いについてご案内します。,55,事業者情報の表記。,1,0,https://kawaguchitenrei.com/tokushoho/,,0,0,0,1265,35876
https://kawaguchitenrei.com/sitemap/,200,サイトマップ | 川口典礼,13,川口典礼サイト内のページ一覧です。葬儀プラン、施行事例、お客様の声、コラム、斎場・対応エリア、お問い合わせなど、目的のページを探しやすくご案内します。,75,サイト内のページ一覧。,1,9,https://kawaguchitenrei.com/sitemap/,,0,0,0,3471,189689
https://kawaguchitenrei.com/plan/family-funeral/,200,川口市の家族葬 | 1日1組貸切の川口メモリアルホール | 川口典礼,34,"川口市で家族葬をお考えなら、創業20年・年間約260件の川口典礼。1日1組貸切の川口メモリアルホールでのお別れから、川口市めぐりの森での火葬まで一貫サポート。参列10〜30名の目安、事前相談会員価格528,000円(税込)〜、24時間365日受付。",124,川口市の家族葬プラン,1,10,https://kawaguchitenrei.com/plan/family-funeral/,,6,1,0,6294,175034
https://kawaguchitenrei.com/plan/oneday-funeral/,200,川口市の一日葬 | 通夜を行わない葬儀のご相談 | 川口典礼,30,"川口市で一日葬をご検討の方へ。川口典礼では、通夜を行わず告別式と火葬を1日で執り行う形のご相談を承ります。川口メモリアルホールでのお別れから、川口市めぐりの森での火葬まで一貫してサポート。事前相談会員価格396,000円(税込)〜。24時間365日対応。",127,一日葬プラン,1,10,https://kawaguchitenrei.com/plan/oneday-funeral/,,6,1,0,5160,157452
https://kawaguchitenrei.com/plan/cremation/,200,川口市の火葬式 | 通夜・告別式を行わないお別れのご相談 | 川口典礼,35,川口市で火葬式をご検討の方へ。通夜・告別式を行わず、火葬を中心にお見送りする形のご相談を承ります。川口メモリアルホールでのお別れ・面会、川口市めぐりの森での火葬まで川口典礼がサポートします。,95,火葬式,1,10,https://kawaguchitenrei.com/plan/cremation/,,6,0,0,4499,139932
https://kawaguchitenrei.com/plan/direct-funeral/,200,川口市の直葬 | 川口市めぐりの森での火葬まで | 川口典礼,30,"川口市で直葬をご検討の方へ。川口典礼では、ご搬送・ご安置・打ち合わせから、川口市めぐりの森での火葬まで一貫してご相談いただけます。事前相談会員価格139,000円(税込)〜。24時間365日対応。",98,直葬プラン,1,11,https://kawaguchitenrei.com/plan/direct-funeral/,,6,1,0,4943,151459
https://kawaguchitenrei.com/plan/kawaguchi-shimin/,200,川口市民葬プラン | 川口市の葬祭事業 | 川口典礼,26,川口市民葬(葬祭事業)は、川口市民の方が川口市めぐりの森で火葬を行う場合に利用できる制度です。仕様1・仕様2の違いや別途必要になる費用、申請手続きまで川口典礼がご相談を承ります。,89,川口市民葬プラン,1,11,https://kawaguchitenrei.com/plan/kawaguchi-shimin/,,6,1,0,4262,132085
https://kawaguchitenrei.com/plan/hanaire-owakare/,200,川口市の花入れお別れプラン（火葬前のお別れ）| 川口典礼,28,"川口典礼の花入れお別れプランは、火葬前にお花を手向けるお別れの時間を設けるプランです。直葬プランよりも丁寧に、ご家族中心でお見送りしたい方に。事前相談会員価格 229,000円(税込)。",93,花入れお別れプラン,1,7,https://kawaguchitenrei.com/plan/hanaire-owakare/,,6,1,0,2945,100578
https://kawaguchitenrei.com/plan/non-religious-funeral/,200,川口市の無宗教葬 | 宗教者を呼ばないお別れのご相談 | 川口典礼,33,川口市で無宗教葬をご検討の方へ。川口典礼では、献花・黙祷・思い出の紹介など、ご家族らしいお別れの形をご相談いただけます。川口メモリアルホールでのお別れから、川口市めぐりの森での火葬までサポートします。,100,川口市の無宗教葬,1,13,https://kawaguchitenrei.com/plan/non-religious-funeral/,,6,1,0,5522,135710
https://kawaguchitenrei.com/case/kawaguchi-church-catholic-20-oneday-800k/,200,川口教会で行った、20名のカトリック式 一日葬 | 川口典礼 施行事例,35,"川口教会で行った20名のカトリック式 一日葬の事例。費用 800,000円(税込)。川口典礼ではキリスト教式のご葬儀にも対応します。",66,川口教会で行った、20名のカトリック式 一日葬,1,5,https://kawaguchitenrei.com/case/kawaguchi-church-catholic-20-oneday-800k/,,4,4,0,1589,73713
https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-1100k/,200,川口メモリアルホールで行った、20名の仏式 一日葬 | 川口典礼 施行事例,37,"川口メモリアルホールで行った20名の仏式 一日葬の事例。費用 1,100,000円(税込)。川口典礼の一日葬の内容と費用感をご紹介します。",69,川口メモリアルホールで行った、20名の仏式 一日葬,1,5,https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-1100k/,,4,4,0,1583,73798
https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-1500k/,200,川口メモリアルホールで行った、20名の仏式 一日葬(祭壇拡充) | 川口典礼 施行事例,43,"川口メモリアルホールで行った20名の仏式 一日葬の事例(祭壇拡充)。費用 1,500,000円(税込)。川口典礼の一日葬の祭壇仕様をご紹介します。",73,川口メモリアルホールで行った、20名の仏式 一日葬(祭壇拡充),1,5,https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-1500k/,,4,4,0,1596,73922
https://kawaguchitenrei.com/case/sangakuin-gokurakuden-buddhist-800-company-contact/,200,三学院 極楽殿で行った、800名規模の社葬 | 川口典礼 施行事例,33,三学院 極楽殿で行った800名規模の社葬の事例。費用はお問い合わせください。川口典礼では社葬・大規模葬のお手伝いも承ります。,62,三学院 極楽殿で行った、800名規模の社葬,1,5,https://kawaguchitenrei.com/case/sangakuin-gokurakuden-buddhist-800-company-contact/,,4,4,0,1550,68731
https://kawaguchitenrei.com/case/machiya-saijo-buddhist-20-family-1200k/,200,町屋斎場で行った、20名の家族葬 | 川口典礼 施行事例,28,"町屋斎場で行った20名の家族葬の事例。仏式・費用 1,200,000円(税込)。川口典礼は東京都内の斎場でのご葬儀にも対応します。",65,町屋斎場で行った、20名の家族葬,1,5,https://kawaguchitenrei.com/case/machiya-saijo-buddhist-20-family-1200k/,,4,4,0,1568,75041
https://kawaguchitenrei.com/case/yatsuka-saijo-buddhist-20-family-1200k/,200,谷塚斎場で行った、20名の家族葬 | 川口典礼 施行事例,28,"谷塚斎場で行った20名の家族葬の事例。仏式・費用 1,200,000円(税込)。川口典礼は谷塚斎場・草加市でのご葬儀にも対応します。",66,谷塚斎場で行った、20名の家族葬,1,5,https://kawaguchitenrei.com/case/yatsuka-saijo-buddhist-20-family-1200k/,,4,4,0,1562,75037
https://kawaguchitenrei.com/case/kawaguchi-memorial-friend-10-oneday-570k/,200,川口メモリアルホールで行った、10名の友人葬 一日葬 | 川口典礼 施行事例,38,"川口メモリアルホールで行った10名の友人葬 一日葬の事例。費用 570,000円(税込)。川口典礼は友人葬の形式にも対応します。",64,川口メモリアルホールで行った、10名の友人葬 一日葬,1,5,https://kawaguchitenrei.com/case/kawaguchi-memorial-friend-10-oneday-570k/,,4,4,0,1572,73539
https://kawaguchitenrei.com/case/home-buddhist-10-oneday-1600k/,200,ご自宅で行った、10名の仏式 一日葬 | 川口典礼 施行事例,30,"ご自宅でのお別れを中心に行った10名の仏式 一日葬の事例。費用 1,600,000円(税込)。川口典礼はご自宅でのお別れの時間にも丁寧に対応します。",74,ご自宅で行った、10名の仏式 一日葬,1,5,https://kawaguchitenrei.com/case/home-buddhist-10-oneday-1600k/,,4,4,0,1554,73192
https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-family-1100k/,200,川口メモリアルホールで行った、20名の仏式 家族葬 | 川口典礼 施行事例,37,"川口メモリアルホールで行った20名の仏式 家族葬の事例。費用 1,100,000円(税込)。川口典礼の家族葬の費用と流れをご紹介します。",68,川口メモリアルホールで行った、20名の仏式 家族葬,1,5,https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-family-1100k/,,4,4,0,1630,75499
https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-580k/,200,川口メモリアルホールで行った、20名の仏式 一日葬(少人数規模) | 川口典礼 施行事例,44,"川口メモリアルホールで行った20名の仏式 一日葬の事例(少人数規模)。費用 580,000円(税込)。川口典礼の一日葬の最小構成をご紹介します。",72,川口メモリアルホールで行った、20名の仏式 一日葬(少人数規模),1,5,https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-580k/,,4,4,0,1583,73763
https://kawaguchitenrei.com/case/yatsuka-buddhist-400-company-contact/,200,谷塚斎場で行った、400名規模の社葬 | 川口典礼 施行事例,30,谷塚斎場で行った400名規模の社葬の事例。費用はお問い合わせください。川口典礼では社葬・大規模葬のお手伝いも承ります。,59,谷塚斎場で行った、400名規模の社葬,1,5,https://kawaguchitenrei.com/case/yatsuka-buddhist-400-company-contact/,,4,4,0,1535,68218
https://kawaguchitenrei.com/voice/oneday-careful-guidance/,200,親身に対応していただき、大変助かりました。 | 川口典礼 お客様の声,34,川口典礼でご葬儀を執り行ったご家族の声。「親身になって対応していただき、大変助かりました」というご感想を、手書きアンケートとともに掲載しています。,73,,0,3,https://kawaguchitenrei.com/voice/oneday-careful-guidance/,,6,1,0,1036,43900
https://kawaguchitenrei.com/voice/cremation-clear-pricing/,200,初めてで不安でしたが、安心して終えることができました。 | 川口典礼 お客様の声,40,川口典礼でご葬儀を執り行ったご家族の声。「初めてで不安でしたが、親切に教えていただき、安心して終えることができました」というご感想を、手書きアンケートとともに掲載しています。,87,,0,3,https://kawaguchitenrei.com/voice/cremation-clear-pricing/,,6,1,0,1016,43962
https://kawaguchitenrei.com/voice/family-funeral-warm/,200,丁寧な説明と心づかいで安心できました。 | 川口典礼 お客様の声,32,川口典礼でご葬儀を執り行ったご家族の声。「シンプルな直葬で、丁寧な説明と心づかいで安心して見送ることができました」というご感想を、手書きアンケートとともに掲載しています。,85,,0,3,https://kawaguchitenrei.com/voice/family-funeral-warm/,,6,1,0,999,43785
https://kawaguchitenrei.com/voice/direct-funeral-home-time/,200,落ち着いて故人を見送ることができました。 | 川口典礼 お客様の声,33,川口典礼でご葬儀を執り行ったご家族の声。「親身に対応いただき、落ち着いて故人を見送ることができました」というご感想を、手書きアンケートとともに掲載しています。,79,,0,3,https://kawaguchitenrei.com/voice/direct-funeral-home-time/,,6,1,0,1029,43927
https://kawaguchitenrei.com/voice/caring-support-farewell/,200,親身なサポートのおかげで、心安らかに見送れました。 | 川口典礼 お客様の声,38,川口典礼でご葬儀を執り行ったご家族の声。「親身なサポートのおかげで、心安らかに見送ることができました」というご感想を、手書きアンケートとともに掲載しています。,79,,0,3,https://kawaguchitenrei.com/voice/caring-support-farewell/,,6,1,0,1053,44036
https://kawaguchitenrei.com/voice/20250521_k_001/,200,親切で、相続関係の話も親身にのっていただきました。 | 川口典礼 お客様の声,38,川口典礼でご葬儀を執り行ったご家族の声。「親切で、葬儀後の相続関係の話も親身にのっていただきました」というご感想を、手書きアンケートとともに掲載しています。,78,,0,3,https://kawaguchitenrei.com/voice/20250521_k_001/,,6,1,0,1009,43967
https://kawaguchitenrei.com/voice/20240521__kasoou2/,200,丁寧に対応していただき、ありがとうございました。 | 川口典礼 お客様の声,37,川口典礼でご葬儀を執り行ったご家族の声。「丁寧に対応していただきありがとうございました」というご感想を、手書きアンケートとともに掲載しています。,72,,0,3,https://kawaguchitenrei.com/voice/20240521__kasoou2/,,6,1,0,1071,44294
https://kawaguchitenrei.com/voice/20240812_kazokusou/,200,親身に対応くださり、頼りになりました。 | 川口典礼 お客様の声,32,川口典礼でご葬儀を執り行ったご家族の声。「親身に対応くださり、頼りになりました」というご感想を、手書きアンケートとともに掲載しています。,68,,0,3,https://kawaguchitenrei.com/voice/20240812_kazokusou/,,6,1,0,1228,44813
https://kawaguchitenrei.com/voice/20240602_k/,200,迅速で素晴らしい対応に、他の方にも勧めたいと思いました。 | 川口典礼 お客様の声,41,川口典礼でご葬儀を執り行ったご家族の声。「迅速で素晴らしい対応に、他の方にも勧めたいと思いました」というご感想を、手書きアンケートとともに掲載しています。,77,,0,3,https://kawaguchitenrei.com/voice/20240602_k/,,6,1,0,1074,44169
https://kawaguchitenrei.com/voice/20240604_kk/,200,誠実に対応していただき、お世話になりました。 | 川口典礼 お客様の声,35,川口典礼でご葬儀を執り行ったご家族の声。「誠実に対応していただき、お世話になりました」というご感想を、手書きアンケートとともに掲載しています。,71,,0,3,https://kawaguchitenrei.com/voice/20240604_kk/,,6,1,0,1015,43862
